Index	Master TC	Reel	Scene	Take	Director	Cinematographer	Production	Circle Take	Production Company	Location	Operator	User Info 1	User Info 2	Camera Clip Name	Camera Family	Camera Serial Number	Camera ID	Camera Index	Camera SUP Name	Camera Model	Camera Product	Camera SubProduct	System Image Creation Date	System Image Creation Time	System Image Timezone Offset	System Image Timezone DST	Exposure Time	Shutter Angle	Mirror Shutter Running	Sensor FPS	Project FPS	Master TC	Master TC Time Base	Master TC Frame Count	Master TC User Info	Storage Media Serial Number	SMPTE UMID	Recorder Type	Vari	UUID	Image Width	Image Height	Active Image Width	Active Image Height	Active Image Top	Active Image Left	Full Image Width	Full Image Height	Color Processing Version	White Balance	White Balance CC	WB Factor R	WB Factor G	WB Factor B	WB Applied In Camera	Exposure Index ASA	Target Color Space	Sharpness	Lens Squeeze	Image Orientation	Look	Look Burned In	Look LUT Mode	Look LUT Offset	Look LUT Size	CDL Saturation	CDL Slope R	CDL Slope G	CDL Slope B	CDL Offset R	CDL Offset G	CDL Offset B	CDL Power R	CDL Power G	CDL Power B	Printer Lights R	Printer Lights G	Printer Lights B	CDL Mode	Lens Model	Lens Serial Number	Lens Distance Unit	Lens Focus Distance	Lens Focal Length	Lens Iris	RawEncoderFocus RawLds	RawEncoderFocus RawMotor	RawEncoderFocal RawLds	RawEncoderFocal RawMotor	RawEncoderIris RawLds	RawEncoderIris RawMotor	EncoderLimFocusLdsMin	EncoderLimFocusLdsMax	EncoderLimFocusMotorMin	EncoderLimFocusMotorMax	EncoderLimFocalLdsMin	EncoderLimFocalLdsMax	EncoderLimFocalMotorMin	EncoderLimFocalMotorMax	EncoderLimIrisLdsMin	EncoderLimIrisLdsMax	EncoderLimIrisMotorMin	EncoderLimIrisMotorMax	Lds Lag Type	Lds Lag Value	Lens Linear Iris	ND Filter Type	ND Filter Density	Camera Tilt	Camera Roll	Master Slave Setup Info	3D Eye Info	Sound Roll	Frameline Version	Frame Line File 1	Frame Line File 2	Frame Line 1A Type	Frame Line 1A Name	Frame Line 1A Left	Frame Line 1A Top	Frame Line 1A Width	Frame Line 1A Height	Frame Line 1B Type	Frame Line 1B Name	Frame Line 1B Left	Frame Line 1B Top	Frame Line 1B Width	Frame Line 1B Height	Frame Line 1C Type	Frame Line 1C Name	Frame Line 1C Left	Frame Line 1C Top	Frame Line 1C Width	Frame Line 1C Height	Frame Line 2A Type	Frame Line 2A Name	Frame Line 2A Left	Frame Line 2A Top	Frame Line 2A Width	Frame Line 2A Height	Frame Line 2B Type	Frame Line 2B Name	Frame Line 2B Left	Frame Line 2B Top	Frame Line 2B Width	Frame Line 2B Height	Frame Line 2C Type	Frame Line 2C Name	Frame Line 2C Left	Frame Line 2C Top	Frame Line 2C Width	Frame Line 2C Height	Noise Reduction Version	Noise Reduction Mode	Noise Reduction Strength	Noise Reduction Applied
     139	00:54:35:10	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:10	24.000	78610	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	224.999	50.000	16.0 + 0/10	11910	19356	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     140	00:54:35:11	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:11	24.000	78611	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	223.681	50.000	16.0 + 0/10	11896	19326	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     141	00:54:35:12	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:12	24.000	78612	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	220.069	50.000	16.0 + 0/10	11888	19307	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     142	00:54:35:13	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:13	24.000	78613	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	218.057	50.000	16.0 + 0/10	11886	19303	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.700	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     143	00:54:35:14	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:14	24.000	78614	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	217.559	50.000	16.0 + 0/10	11885	19300	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.700	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     144	00:54:35:15	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:15	24.000	78615	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	217.312	50.000	16.0 + 0/10	11885	19300	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.700	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     145	00:54:35:16	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:16	24.000	78616	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	217.312	50.000	16.0 + 0/10	11885	19300	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.700	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     146	00:54:35:17	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:17	24.000	78617	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	217.312	50.000	16.0 + 0/10	11886	19306	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.700	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     147	00:54:35:18	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:18	24.000	78618	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	217.559	50.000	16.0 + 0/10	11887	19310	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     148	00:54:35:19	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:19	24.000	78619	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	217.808	50.000	16.0 + 0/10	11889	19313	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     149	00:54:35:20	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:20	24.000	78620	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	218.306	50.000	16.0 + 0/10	11889	19314	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     150	00:54:35:21	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:21	24.000	78621	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	218.306	50.000	16.0 + 0/10	11888	19308	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     151	00:54:35:22	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:22	24.000	78622	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	218.057	50.000	16.0 + 0/10	11877	19284	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.300	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     152	00:54:35:23	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:35:23	24.000	78623	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	215.349	50.000	16.0 + 0/10	11877	19283	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.300	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     153	00:54:36:00	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:36:00	24.000	78624	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	215.349	50.000	16.0 + 0/10	11876	19281	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.300	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     154	00:54:36:01	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:36:01	24.000	78625	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	215.107	50.000	16.0 + 0/10	11873	19274	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.300	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     155	00:54:36:02	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:36:02	24.000	78626	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	214.382	50.000	16.0 + 0/10	11871	19270	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.300	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     156	00:54:36:03	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:36:03	24.000	78627	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	213.901	50.000	16.0 + 0/10	11871	19270	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     157	00:54:36:04	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:36:04	24.000	78628	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	213.901	50.000	16.0 + 0/10	11861	19250	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
     158	00:54:36:05	A003R0D0		C025				--		--	--	--	--	A003C025_150830_R0D0	ALEXA65	468	R0D0	A	Alexa65X_1.0:31325	Alexa65  XT	65	 XT	2015/08/30	14:35:59	UTC-04:00	+00:00	20.833 ms	180.000	N/A	24.000	23.976	00:54:36:05	24.000	78629	--	2897ce6405000001	060A2B340101010501010F00-13-000000-A58DC7C100004000931E232300000000	Codex Digital;;sim2-3.1.0beta-03	Valid Image	A58DC7C1-0000-4000-931E-232300000000	6560	3100	6560	3100	0	0	6560	3100	4	6200	 -3	1.947299	1.000000	1.403027	no	800	LogCWGam	100	1.000	No flip	None	No	No Look LUT	--	0	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	No Look	Prime 50  5020981	5020981	Inch	211.529	50.000	16.0 + 0/10	11841	19206	--	--	3695	--	3089	12861	105	21399	--	--	--	--	3189	4727	--	--	1	0	8962	No Filter	--	-2.800	0.200	independent	single		--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	Inactive	--	--	--	--	--	--	OFF	--	OFF
